# Construct											
#OTU ID	W1	F1	F2	W2	taxonomy						
Otu1639	12	0	0	49	Bacteria	 Acidobacteria	 Acidobacteria_Gp10	 Unclassified	 Unclassified	 Gp10	
Otu1638	8	7	10	8	Bacteria	 Acidobacteria	 Acidobacteria_Gp1	 Unclassified	 Unclassified	 Gp1	
Otu7282	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu7283	0	0	1	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	
Otu7280	0	0	0	0	Bacteria						
Otu7281	0	0	1	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae		
Otu7286	0	1	0	1	Bacteria						
Otu7287	1	0	0	2	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales			
Otu7284	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu7285	2	0	0	1	Bacteria						
Otu7288	0	10	11	1	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Intrasporangiaceae		
Otu7289	0	1	0	0	Bacteria						
Otu3941	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Phaselicystidaceae	 Phaselicystis	 Phaselicystis_flava
Otu3940	0	0	0	1	Bacteria						
Otu3943	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto	
Otu3942	0	0	4	0	Bacteria	 Cyanobacteria	 Cyanobacteria	 Unclassified	 Family_I	 GpI	 Nostoc_sp
Otu3945	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp7	 Unclassified	 Unclassified	 Gp7	
Otu3944	4	4	1	4	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu3947	0	1	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu3946	5	0	0	8	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Roseomonas	
Otu3949	5	0	0	5	Bacteria	 Acidobacteria	 Acidobacteria_Gp4	 Unclassified	 Unclassified	 Gp4	
Otu3948	0	0	0	0	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales			
Otu3831	1	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu2018	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales	 Geobacteraceae	 Geobacter	
Otu2019	0	0	0	0	Bacteria	 Chloroflexi	 Thermomicrobia	 Sphaerobacterales	 Sphaerobacteraceae		
Otu2014	0	0	1	1	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu2015	1	1	6	0	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Herbaspirillum	
Otu2016	0	0	1	0	Bacteria						
Otu2017	1	0	2	0	Archaea	 Euryarchaeota	 Thermoplasmata	 Methanomassiliicoccales	 Methanomassiliicoccaceae	 Methanomassiliicoccus	 Methanomassiliicoccus_luminyensis
Otu2010	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales			
Otu2011	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Lysobacter	
Otu2012	5	2	1	9	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu2013	0	6	5	0	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu4184	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Bdellovibrionales	 Bacteriovoracaceae	 Peredibacter	 Peredibacter_starrii
Otu3435	1	0	0	1	Bacteria						
Otu6629	0	0	1	0	Bacteria						
Otu6628	0	1	1	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp7	 Unclassified	 Unclassified	 Gp7	
Otu6623	0	0	0	0	Bacteria	 Parcubacteria	 Unclassified	 Unclassified	 Unclassified	 Parcubacteria	
Otu6622	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu6621	0	3	1	1	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Alicyclobacillaceae	 Effusibacillus	 Effusibacillus_pohliae
Otu6620	0	1	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu6627	0	1	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales			
Otu6626	2	1	0	5	Bacteria	 Acidobacteria	 Acidobacteria_Gp2	 Unclassified	 Unclassified	 Gp2	
Otu3570	0	0	3	0	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu6624	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Bdellovibrionales	 Bacteriovoracaceae	 Halobacteriovorax	
Otu4715	0	0	0	0	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales	 Parachlamydiaceae	 Neochlamydia	 Neochlamydia_hartmannellae
Otu4714	0	1	0	1	Bacteria						
Otu4241	7	1	0	0	Bacteria						
Otu4716	1	0	0	0	Bacteria	 Proteobacteria	 Betaproteobacteria				
Otu4711	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu4710	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Clostridium_XlVa	
Otu4713	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Gemmata	 Gemmata_obscuriglobus
Otu4712	0	0	0	0	Bacteria						
Otu3569	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae		
Otu3568	0	0	0	0	Bacteria	 Armatimonadetes	 Chthonomonadetes	 Chthonomonadales	 Chthonomonadaceae	 Chthonomonas	
Otu4719	5	1	0	5	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Micromonosporaceae	 Pilimelia	 Pilimelia_columellifera
Otu4718	0	0	0	0	Bacteria						
Otu3436	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Deltaproteobacteria_incertae_sedis	 Unclassified	 Deferrisoma	 Deferrisoma_camini
Otu5581	194	103	88	165	Bacteria						
Otu3572	1	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu4880	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	
Otu3433	0	0	0	0	Bacteria	 Armatimonadetes	 Unclassified	 Unclassified	 Unclassified	 Armatimonadetes_gp4	
Otu619	12	10	8	18	Bacteria	 Proteobacteria	 Betaproteobacteria				
Otu618	6	1	1	7	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu611	0	0	1	0	Bacteria	 Proteobacteria	 Betaproteobacteria				
Otu610	0	1	4	0	Bacteria						
Otu613	17	3	3	20	Bacteria	 Actinobacteria	 Actinobacteria	 Acidimicrobiales	 Acidimicrobiaceae	 Ilumatobacter	 Ilumatobacter_fluminis
Otu612	0	7	6	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp7	 Unclassified	 Unclassified	 Gp7	
Otu615	8	1	1	4	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales			
Otu614	5	20	40	5	Bacteria						
Otu617	1	2	2	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Methylobacteriaceae	 Methylobacterium	 Methylobacterium_tardum
Otu616	1	4	5	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales			
Otu3575	17	0	0	24	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae		
Otu7468	0	0	0	0	Bacteria						
Otu3576	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae		
Otu1848	2	1	0	1	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu1849	5	14	15	0	Bacteria	 Actinobacteria	 Actinobacteria	 Gaiellales	 Gaiellaceae	 Gaiella	 Gaiella_occulta
Otu1842	0	0	0	0	Bacteria	 Cyanobacteria	 Cyanobacteria				
Otu1843	0	8	5	0	Bacteria						
Otu1840	0	2	0	0	Bacteria	 Parcubacteria	 Unclassified	 Unclassified	 Unclassified	 Parcubacteria	
Otu1841	0	2	0	0	Bacteria	 Bacteroidetes					
Otu1846	0	1	2	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu1847	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu1844	0	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Alphaproteobacteria_incertae_sedis	 Unclassified	 Geminicoccus	 Geminicoccus_roseus
Otu1845	70	0	0	33	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu3577	0	0	0	0	Bacteria						
Otu2388	0	2	4	0	Bacteria	 Actinobacteria	 Actinobacteria	 Solirubrobacterales	 Solirubrobacteraceae	 Solirubrobacter	
Otu2389	1	2	2	0	Bacteria	 Chloroflexi	 Caldilineae	 Caldilineales	 Caldilineaceae	 Caldilinea	 Caldilinea_aerophila
Otu2384	0	5	13	0	Bacteria	 Chloroflexi	 Thermomicrobia	 Sphaerobacterales	 Sphaerobacteraceae	 Sphaerobacter	 Sphaerobacter_thermophilus
Otu2385	0	3	0	2	Bacteria	 Armatimonadetes	 Chthonomonadetes	 Chthonomonadales	 Chthonomonadaceae	 Chthonomonas	
Otu2386	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu2387	0	0	1	0	Bacteria	 Chloroflexi					
Otu2380	0	0	0	0	Bacteria	 Chloroflexi	 Chloroflexia	 Chloroflexales			
Otu2381	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Microbacteriaceae	 Agromyces	 Agromyces_atrinae
Otu2382	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae_2	 Thalassobacillus	 Thalassobacillus_devorans
Otu2383	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp3	 Unclassified	 Unclassified	 Gp3	
Otu6232	0	0	0	0	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Adhaeribacter	 Adhaeribacter_aerophilus
Otu7055	0	0	1	0	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales	 Parachlamydiaceae	 Neochlamydia	 Neochlamydia_hartmannellae
Otu6310	0	0	3	0	Bacteria	 Actinobacteria	 Actinobacteria	 Acidimicrobiales	 Acidimicrobineae_incertae_sedis	 Aciditerrimonas	 Aciditerrimonas_ferrireducens
Otu7987	0	0	0	0	Bacteria						
Otu7986	0	5	8	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp4	 Unclassified	 Unclassified	 Gp4	
Otu7989	0	0	0	1	Bacteria	 Verrucomicrobia	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobiaceae	 Luteolibacter	 Luteolibacter_pohnpeiensis
Otu7988	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu8378	0	0	0	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Eubacteriaceae	 Eubacterium	 Eubacterium_sulci
Otu8372	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu6010	2	0	0	8	Bacteria	 Firmicutes					
Otu6011	0	0	0	0	Bacteria						
Otu6012	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu6013	0	0	1	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Clostridium_XlVa	
Otu6014	1	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Solirubrobacterales			
Otu6015	5	0	0	2	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales	 Ktedonobacteraceae	 Ktedonobacter	 Ktedonobacter_racemifer
Otu6016	1	0	0	0	Bacteria	 Verrucomicrobia	 Spartobacteria	 Unclassified	 Unclassified	 Spartobacteria	 Chthoniobacter_flavus
Otu6017	0	0	0	0	Bacteria						
Otu6018	0	0	0	2	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Nocardiaceae	 Rhodococcus	 Rhodococcus_pyridinivorans
Otu6019	1	1	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu5424	0	1	0	0	Bacteria						
Otu5425	0	1	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Pseudonocardiaceae	 Pseudonocardia	
Otu5394	13	36	47	9	Bacteria	 Actinobacteria	 Actinobacteria	 Gaiellales	 Gaiellaceae	 Gaiella	 Gaiella_occulta
Otu5395	2	0	0	6	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu5420	6	1	0	3	Bacteria	 Actinobacteria	 Actinobacteria	 Acidimicrobiales	 Iamiaceae		
Otu5421	0	0	0	0	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae	 Thermomarinilinea	 Thermomarinilinea_lacunifontana
Otu7497	2	0	0	3	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu7496	0	0	0	0	Bacteria	 Elusimicrobia					
Otu7495	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales			
Otu7494	0	0	0	0	Bacteria						
Otu7493	0	3	0	0	Bacteria						
Otu5422	0	0	0	0	Bacteria						
Otu7491	0	0	1	0	Bacteria	 Firmicutes	 Clostridia				
Otu7490	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Microbacteriaceae	 Frondihabitans	 Frondihabitans_sucicola
Otu5423	8	0	0	4	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Polyangiaceae		
Otu8269	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu7499	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae		
Otu7498	0	0	0	0	Bacteria	 Proteobacteria					
Otu8382	2	0	0	0	Bacteria	 Verrucomicrobia					
Otu8383	3	7	6	1	Bacteria	 Proteobacteria					
Otu8380	0	0	0	0	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales	 Ktedonobacteraceae	 Ktedonobacter	 Ktedonobacter_racemifer
Otu8381	0	1	0	0	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Veillonellaceae	 Sporomusa	 Sporomusa_paucivorans
Otu8386	1	0	0	1	Bacteria	 Proteobacteria	 Alphaproteobacteria				
Otu8387	0	0	0	0	Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae	 Azoarcus	 Azoarcus_indigens
Otu8384	0	2	3	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp18	 Unclassified	 Unclassified	 Gp18	
Otu8385	0	0	0	0	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Hymenobacter	 Hymenobacter_algoricola
Otu8388	2	0	0	3	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Gemmata	 Gemmata_obscuriglobus
Otu8389	0	0	0	0	Bacteria						
Otu5381	0	0	0	0	Bacteria						
Otu5380	4	0	0	3	Bacteria	 Acidobacteria	 Acidobacteria_Gp13	 Unclassified	 Unclassified	 Gp13	
Otu5383	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu5382	6	1	0	3	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae	 Pseudolabrys	 Pseudolabrys_taiwanensis
Otu5385	0	0	0	1	Bacteria	 Acidobacteria	 Acidobacteria_Gp17	 Unclassified	 Unclassified	 Gp17	
Otu5384	0	0	0	0	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae	 Thermomarinilinea	 Thermomarinilinea_lacunifontana
Otu5439	1	3	0	0	Bacteria						
Otu5386	3	1	0	0	Bacteria						
Otu5389	0	1	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Aquisphaera	 Aquisphaera_giovannonii
Otu5436	0	1	1	0	Bacteria						
Otu5435	1	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp10	 Unclassified	 Unclassified	 Gp10	
Otu5434	0	2	0	0	Bacteria	 Armatimonadetes	 Unclassified	 Unclassified	 Unclassified	 Armatimonadetes_gp4	
Otu5433	12	0	0	9	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales			
Otu5432	0	1	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Bdellovibrionales	 Bdellovibrionaceae	 Bdellovibrio	 Bdellovibrio_exovorus
Otu5431	0	0	0	0	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales	 Parachlamydiaceae		
Otu28	49	42	26	48	Bacteria	 Acidobacteria	 Acidobacteria_Gp1	 Unclassified	 Unclassified	 Gp1	
Otu1549	0	10	9	0	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu1548	2	11	13	1	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Myxococcaceae		
Otu1547	0	0	0	0	Bacteria						
Otu1546	0	2	1	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp4	 Unclassified	 Unclassified	 Gp4	
Otu1545	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp4	 Unclassified	 Unclassified	 Gp4	 uncultivated_soil
Otu1544	0	2	3	1	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales	 Ktedonobacteraceae	 Ktedonobacter	 Ktedonobacter_racemifer
Otu1543	2	0	0	1	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu1542	2	1	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp18	 Unclassified	 Unclassified	 Gp18	
Otu1541	0	1	9	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp7	 Unclassified	 Unclassified	 Gp7	
Otu1540	35	29	19	40	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae		
Otu7721	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfitobacterium	 Desulfitobacterium_hafniense
Otu25	0	51	61	0	Bacteria	 Chloroflexi	 Chloroflexia				
Otu4528	1	0	0	1	Bacteria	 Verrucomicrobia	 Spartobacteria	 Unclassified	 Unclassified	 Spartobacteria	
Otu4529	0	0	0	0	Bacteria						
Otu7725	0	0	0	0	Bacteria						
Otu7724	0	0	0	0	Bacteria	 Proteobacteria					
Otu7727	2	0	0	1	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Aquisphaera	 Aquisphaera_giovannonii
Otu24	112	173	146	134	Bacteria						
Otu4522	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp15	 Unclassified	 Unclassified	 Gp15	
Otu4523	0	0	0	1	Bacteria	 Bacteroidetes					
Otu4520	0	0	0	0	Bacteria						
Otu4521	0	0	0	0	Bacteria	 Bacteroidetes					
Otu4526	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales			
Otu4527	1	6	9	11	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Azohydromonas	 Azohydromonas_australica
Otu4524	1	0	1	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus_chartarius
Otu4525	7	0	0	1	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu7879	0	0	1	0	Bacteria						
Otu7878	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Acidimicrobiales	 Acidimicrobineae_incertae_sedis	 Aciditerrimonas	 Aciditerrimonas_ferrireducens
Otu26	5	21	14	5	Bacteria						
Otu8168	0	0	0	3	Bacteria	 Proteobacteria	 Betaproteobacteria	 Unclassified	 Unclassified	 Chitinivorax	 Chitinivorax_tropicus
Otu8169	1	0	0	2	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales	 Ktedonobacteraceae	 Ktedonobacter	 Ktedonobacter_racemifer
Otu7871	0	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Rickettsia	
Otu21	161	114	91	260	Bacteria						
Otu7873	0	2	2	0	Bacteria	 Proteobacteria					
Otu7872	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu7875	0	0	0	0	Bacteria						
Otu7874	0	3	1	0	Bacteria	 Chloroflexi					
Otu7877	0	0	1	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu20	0	45	70	8	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales			
Otu5659	0	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria				
Otu5658	0	0	0	0	Bacteria						
Otu23	101	39	48	58	Bacteria	 Nitrospirae	 Nitrospira	 Nitrospirales	 Nitrospiraceae	 Nitrospira	 Nitrospira_moscoviensis
Otu5653	1	1	3	2	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales	 Parachlamydiaceae		
Otu5652	0	2	2	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu5651	0	0	0	0	Bacteria	 Verrucomicrobia	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobiaceae	 Prosthecobacter	
Otu22	113	311	230	106	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Pseudonocardiaceae	 Pseudonocardia	
Otu5657	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu5656	0	0	0	0	Bacteria						
Otu5655	0	1	3	0	Bacteria						
Otu5654	0	1	1	0	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu1099	3	0	1	6	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Nocardioidaceae	 Nocardioides	
Otu1098	1	1	1	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Nocardiaceae		
Otu7710	2	0	0	1	Bacteria	 Verrucomicrobia	 Spartobacteria	 Unclassified	 Unclassified	 Spartobacteria	 Chthoniobacter_flavus
Otu1091	0	9	20	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Micromonosporaceae	 Allocatelliglobosispora	 Allocatelliglobosispora_scoriae
Otu1090	1	3	10	6	Bacteria	 Proteobacteria	 Betaproteobacteria				
Otu1093	9	22	35	2	Bacteria						
Otu1092	45	7	6	71	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 Burkholderia_terrae
Otu1095	0	7	7	0	Bacteria						
Otu1094	1	0	0	0	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Sporocytophaga	 Sporocytophaga_myxococcoides
Otu1097	2	1	0	7	Bacteria	 Chloroflexi	 Caldilineae	 Caldilineales	 Caldilineaceae	 Litorilinea	 Litorilinea_aerophila
Otu1096	0	2	3	1	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales	 Thermosporotrichaceae	 Thermosporothrix	 Thermosporothrix_hazakensis
Otu3840	18	1	0	14	Bacteria	 Proteobacteria	 Alphaproteobacteria				
Otu3841	1	0	0	1	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Bdellovibrionales	 Bdellovibrionaceae	 Vampirovibrio	 Vampirovibrio_chlorellavorus
Otu4810	0	0	0	0	Bacteria						
Otu4811	0	0	0	0	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales	 Parachlamydiaceae		
Otu4816	0	0	0	0	Bacteria						
Otu4817	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Singulisphaera	
Otu7189	0	0	0	0	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales			
Otu448	0	32	27	0	Bacteria	 Actinobacteria	 Actinobacteria				
Otu449	7	5	4	0	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae		
Otu4388	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu4389	0	2	1	0	Bacteria	 Verrucomicrobia					
Otu4386	0	0	0	0	Bacteria	 Proteobacteria					
Otu4387	0	7	14	0	Bacteria						
Otu4384	0	0	0	0	Bacteria	 Proteobacteria					
Otu4815	0	0	0	0	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Spirosoma	
Otu440	7	11	11	3	Bacteria	 Verrucomicrobia	 Spartobacteria	 Unclassified	 Unclassified	 Spartobacteria	
Otu4383	0	4	0	0	Bacteria	 Firmicutes					
Otu4380	0	1	0	0	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales			
Otu4381	0	0	1	0	Bacteria						
Otu7361	1	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu7360	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu7363	0	0	0	0	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae		
Otu4943	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales	 Geobacteraceae	 Geobacter	
Otu7362	1	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu7365	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria				
Otu7364	0	0	0	0	Bacteria	 Parcubacteria	 Unclassified	 Unclassified	 Unclassified	 Parcubacteria	
Otu7367	0	0	0	0	Bacteria	 Firmicutes					
Otu3549	2	0	0	1	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu7366	0	0	1	0	Bacteria	 Chloroflexi	 Chloroflexia	 Chloroflexales			
Otu3548	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu3718	1	1	6	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto	
Otu3719	0	6	1	0	Bacteria	 Proteobacteria					
Otu3710	0	3	1	0	Bacteria						
Otu3711	0	0	0	0	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	
Otu3712	0	3	1	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus_chartarius
Otu3713	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp4	 Unclassified	 Unclassified	 Gp4	
Otu3714	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria				
